nid,vid,type,language,title,body,uid,status,date,changed,comment,promote,sticky,tnid,translate
50,13251,community_updates,und,Fees and Deposits with regards to Rental/Lease Agreement,NULL,839,1,1298998682,1402693692,1,0,0,0,0
51,13252,community_updates,und,Fixed Term Tenancies Length - Termination - New Documents,"<p>Upon reaching the ending date, fixed term tenancies will automatically renew to a month-to-month tenancy upon the same terms and conditions (except duration and rent).</p><p>In order to renew or extend a fixed term tenancy, (and avoid rolling into a month-to-month tenancy), the landlord must submit the proposed new lease agreement to the tenant at least sixty (60 days prior to the end of the lease term.  The landlord is to include with the proposed lease agreement a written statement summarizing the new or revised term, conditions or rules and regulation.</p><p>If the landlord fails to submit a proposed new lease agreement the tenancy renews as a month-to-month tenancy.</p><p>The new or revised terms, conditions, rules and regulations must:</p><ol style=""list-style-type: lower-alpha;""><li>Fairly implement an existing statute or ordinance adopted after the creation of the existing agreement.</li><li>Be the same as those offered to new or prospective tenants.</li><li>Be consistent with the rights and remedies provided to tenants under ORS Chapter 90.</li><li>Not relate to age, size, style, construction material or years of construction contrary to ORS 90.632(2)Not require an alteration of the manufactured dwelling or accessory, building or structure.</li></ol><p>The tenant must accept or reject the proposed new rental agreement at least thirty (30) days prior to the end of the lease term.</p><p>If the tenant fails to accept or unreasonably rejects the proposed new lease agreement, the fixed term tenancy terminates on the last day of the lease term without further notice.</p><p>If the tenancy terminates for failure to renew by the tenant, and the tenant surrenders and delivers possession of the premises to the landlord, the tenant is entitled to substantially the same rights and responsibilities as a lien holder under ORS 90.675(18) (the abandonment statute) except that the term of the storage agreement may not exceed six (6) months.  (Note: this is not technically an ""abandonment"" the lien holder's rights are delayed until the end of the tenant's storage agreement.)</p><p>Fixed termed tenancies entered into before the effective date of this 2001 Act are not made invalid because their duration is less than two years.  However, upon renewal or extension in accordance with the Act, the lease agreement must comply with minimum two (2) year requirement.<span>&nbsp;</span></p>",839,1,1298998748,1402693692,1,0,0,0,0
52,13253,community_updates,und,Overview of Rental Agreement,"<p>The renting of spaces by manufactured homes in a manufactured home community is governed by the Oregon Residential Landlord and Tenant Act in Chapter 90 of the Oregon Revised Statutes.  The Act requires that a written rental Agreement, Statement of Policy and Rules and Regulations be provided to each tenant renting a space in a manufactured housing community.  This agreement, which includes or incorporates the community rules and regulations, becomes the contract that governs the relationship between the landlord and the tenant.  Much of what you may or may not be able to do in your community will be addressed in the rental agreement.</p><p>Although many residents in your community may have rental agreements that are 5 or 10 years old, residents moving in to your community must be given a current rental agreement that conforms with the most recent amendments of Residential Landlord and Tenant Act and Federal Fair Housing Act.  MHCO form '5A', ""Manufactured Dwelling Space Rental Agreement/Dispute Resolution Addendum"" (for month to month tenancies) and MHCO form '5B', ""Manufactured Dwelling Space Lease Agreement/Dispute Resolution Addendum"" are available through MHCO or you may have a rental agreement drafted by your attorney.</p><p>The Oregon Legislature occasionally adopts revisions to the Landlord and Tenant Act. Landlords and managers should make sure that they are utilizing the most current Rental Agreement.  Rental Agreements generally may not be changed after execution, with the exception of mutual agreement of the parties; rent increases; and statutory changes (requirements of revised laws will apply even though not stated in the pre-existing agreement).  ORS 90.510(4).</p><p>The MHCO Rental Agreement is designed to meet the current requirements of Oregon State Law.  The Rental Agreement, which is intended for use in all classifications of parks, can be changed or altered to suit individual situations.  In either event, you should consult with your attorney in order to insure that the agreement you choose meets all the legal requirements.  It is important to remember that the tenant cannot be required to waive any rights that are granted to the tenant/resident by Oregon State Law.</p><p>The Rental Agreement should be completed and signed by both the landlord and the tenant/resident <strong>PRIOR</strong> to the home being moved into the community or <strong>PRIOR</strong> to the tenant/resident occupying a home already sited in the community.<span>&nbsp;</span></p>",839,1,1298998797,1511230134,1,0,0,0,0
53,13254,community_updates,und,Prohibited Provisions of a Rental/Lease Agreement,<p>Items that are prohibited from a Rental Agreement are covered in ORS 90.245.  The following items are prohibited from inclusion in a Rental/Lease Agreement:</p><ol><li>Agreements to waive or forego rights or remedies</li><li>Confessions of Judgement.</li><li>Certain limitations of liability</li></ol><p>Note: Landlord may be responsible for 3 times the monthly rent in damages for attempting to enforce prohibited provisions.<span>&nbsp;</span></p>,839,1,1298998845,1402693692,1,0,0,0,0
54,13255,community_updates,und,Purchaser of Existing Manufactured Home in the Park,NULL,839,1,1298998945,1402693692,1,0,0,0,0
55,13256,community_updates,und,"The ""Red Flags"" Rule: What You Need to Know",NULL,839,1,1298999166,1402693692,1,0,0,0,0
56,13257,community_updates,und,Rental Application Process,NULL,839,1,1298999290,1511230134,1,0,0,0,0
57,13258,community_updates,und,Required Provisions of a Rental/Lease Agreement,"<p>The required provisions of a rental/lease agreement are covered in ORS 90.510(5).  These requirements include:</p><ol><li>Location and approximate size of the space.</li><li>Federal Fair Housing age classification.</li><li>Monthly rent.</li><li>All personal property, services and facilities to be provided by the landlord</li><li>All deposits (refundable and non-refundable), fees and installation charges including government fees.</li><li>Improvements the tenant may or must make to the space or unit including plant material and landscaping.</li><li>Provisions for dealing with improvements to the space.</li><li>Any conditions the landlord applies in approving a purchaser of a manufactured dwelling or floating home as a tenant in the event the tenant elects to sell the home. This should be identical to the community's screening criteria.</li><li>Term of tenancy.</li><li>Processes for change to rules and regulations.</li><li>The process by which notices shall be given by either landlord or tenant</li></ol><p>All of these provisions are included in the MHCO Rental/Lease Agreement</p><p>(MHCO Form 5A and 5B)<span>&nbsp;</span></p>",839,1,1298999363,1402693692,1,0,0,0,0
58,13259,community_updates,und,No Rental/Lease Agreement with Current Resident,"<p>In the case of the tenant/resident who already occupies a space in a community without a Rental Agreement, a written agreement should be prepared and presented to the tenant for signature. The written agreement should incorporate the basic provisions of the existing oral agreement. If the tenant refuses to sign the agreement try to find out the basis of the tenant's objection. If changes can be made that are satisfactory to you and the tenant, then the changes should be made in agreement, initialed, signed and dated. If the tenant still refuses to sign the Rental Agreement, whether changed or not, you should give or mail the tenant a copy of the Rental Agreement that the tenant/resident refused to sign. The date of the mailing or delivery should be indicated on both your copy and the tenant's copy. If mailed, keep a copy of the cover letter that you send along with the tenant's copy of the Rental Agreement. You cannot force a resident to sign a rental agreement if they have been living in the community without a rental agreement.</p><p>ORS 90.710 (2) (d) allows, ""Notwithstanding ORS 41.580 (1), if a landlord and tenant mutually agree on the terms of an oral agreement for renting residential property, but the tenant refuses to sign a written memorandum of that agreement after it has been reduced to writing by the landlord and offered to the tenant for the tenant's signature, the oral agreement shall be enforceable notwithstanding the tenant's refusal to sign"".<span>&nbsp;</span></p>",839,1,1298999396,1512942267,1,0,0,0,0
60,13261,community_updates,und,Security Deposits,"<p>A landlord may require the payment of a security deposit (ORS 90.295).  The landlord may claim from the security deposit only the amount reasonably necessary to:</p><ol><li>Remedy the tenant's defaults in the performance of the rental agreement including but not limited to unpaid rent.</li><li>To repair damages caused by the tenant and not caused by ordinary wear and tear.</li></ol><p>A landlord may not claim any portion of the deposit due to the tenant/resident failure to maintain a minimum number of months in a month-to-month tenancy.</p><p>Upon termination of the tenancy, the landlord shall account for and refund to the tenant the unused balance of any prepaid rent.  Within 31 days after the termination of the tenancy and delivery of possession the landlord shall give to the tenant a written accounting which states specifically the basis of the claim.  The landlord shall give a separate accounting for security deposits.<span>&nbsp;</span></p>",839,1,1298999525,1402693705,1,0,0,0,0
61,13262,community_updates,und,Statement of Policy - Complying with the Truth in Renting Act,"<p>As of July 1, 1992, all manufactured home communities renting space for manufactured dwellings have been required to provide prospective and existing tenants with a Statement of Policy.  The applicants must receive their Statement of Policy before signing the rental agreement.  Existing tenants who have not previously received a copy of the Statement of Policy and are on month-to-month rental agreements must receive their copy at the time the next 90-day rent increases notice is issued (ORS 90.510(3)(b). All other existing tenants shall receive a copy of the statement of policy upon expiration of their current rental agreement and before signing a new agreement.</p><p>While a Statement of Policy is not technically a contract, it is an important document.  A tenant or rental applicant who makes their decisions or changes their position in reliance upon the policies set forth in the statement may be entitled to hold the landlord to those written policies.  As proof of delivery of the Statement of Policy to tenants or applicants, it is advised to get a signed receipt.</p><p>A landlord who intentionally and deliberately fails to provide a Statement of Policy as required by ORS 90.510, or delivers a legally defective one, may be subject to a lawsuit.</p><p>The Statement of Policy is required to include the following information in summary form:</p><ol style=""list-style-type: lower-alpha;""><li>The location and approximate size of the space to be rented.</li><li>The federal fair housing age classification and present zoning that affect the use of the rented space.</li><li>The facility policy regarding rent adjustment and a rent history for the space to be rented.  The rent history must, at a minimum, show the rent amounts on January 1 of each of the five preceding calendar years or during the length of the landlord's ownership, leasing or subleasing of the facility, whichever period is shorter.</li><li>All personal property, services and facilities to be provided by the landlord.</li><li>All installation charges imposed by the landlord and installation fees imposed by government agencies.</li><li>The facility policy regarding rental agreement termination including but not limited to closure of the facility.</li><li>The facility policy regarding facility sale.</li><li>The facility policy regarding informal dispute resolution.</li><li>Utilities and services available, the person furnishing them and the person responsible for payment.</li><li>If a tenants' association exists for the facility, a one-page summary about the tenants' association that shall be provided to the landlord by the tenants' association and shall be attached to the statement of policy.</li><li>Any facility policy regarding the removal of a manufactured dwelling, including a statement that removal may impact the market value of a dwelling.<span>&nbsp;</span></li></ol>",839,1,1308345572,1402693705,1,0,0,0,0
85,13273,community_updates,und,"Declaration of Non-Military, Not Minor or Incapacitated",NULL,839,1,1302219256,1402693705,1,0,0,0,0
86,13265,community_updates,und,MHCO DEFEATS:  Rent Control - Mandatory Mediation - Attorney General  Enforcement of Landlord-Tenant Law,"<p>The 2011 Oregon Legislative Session has now reached the halfway point.&nbsp; MHCO has been successful in defeating a number of particularly bad pieces of legislation.<em><strong>&nbsp;</strong></em> We need to stay engaged and vigiliant as the Legislative Session moves to adjournment in late June.&nbsp;</p><p><strong><span style=""text-decoration: underline;"">MHCO Defeated:<br></span></strong></p><p><strong>HB 2172</strong> - <strong><span style=""text-decoration: underline;"">Rent Control with mandatory mediation and the establishment of a regulatory enforcement regime that would all the Oregon Attorney General enforcement landlord- tenant law in Oregon manufactured home communities.</span></strong> &nbsp;For those of you who are familiar with Washington State this is a similar program with rent control. &nbsp;This bill had strong support from many legislators who are in powerful positions, including Representative Buckley who is the House Ways and Means Co-Chair. &nbsp;Peter Ferris was heavily involved in this bill - many of MHCO's members from southern Oregon have probably heard about his bill over the last year. &nbsp;Many of the concepts will resurface again in future Legislatures.</p><p><strong>HB 2885</strong> - This bill originally applied to all &nbsp;residential properties that had Department of Education employees who where evicted - required landlord to inventory their belongs and return appropriate property to the Department of Education. &nbsp;This bill has been amended to exclude residential property.</p><p><strong>HB 3073</strong> - This bill expanded upon HB 2383 from 2009 that established a 14 day right of first refusal. &nbsp;This bill was designed to increase the 14 days to an undetermined amount. &nbsp;I will have more about this issue in a subsequent update on the landlord tenant coalition bill. &nbsp;Representative Nathanson was hoping to increase the 14 days to a higher number.</p><p><strong>HB 3183</strong> - This bill lift the ban on local governments from passing rent control ordinances. &nbsp;It will still have a hearing later this session, but since it the public hearing did not occur before today the bill cannot move forward to a work session. &nbsp;It can only have a hearing - nothing more. &nbsp;That being said, please do not be complacent when a hearing is scheduled - we need as many people to show up to oppose this bill as possible. &nbsp;We will be dealing with this issue for the next session or two - we need to be vigilant.</p><p><strong>Two additional issues that MHCO has been focused</strong> - <strong><span style=""text-decoration: underline;"">mandatory water sub-meterin</span>g</strong> and <span style=""text-decoration: underline;""><strong>mandatory escrow</strong></span> when a community owner sells a manufactured home in their community have been significantly altered.&nbsp; MHCO was able to perserve the exemption from mandatory water sub-metering for communities with 199 or less spaces.&nbsp; MHCO also successfully changed SB 85 to eliminate the mandatory escrow requirement for community owners who sell a manufactured home in their community.&nbsp; Two big wins for community owners in Oregon.</p>",839,1,1343766878,1511230134,1,0,0,0,0
93,13293,community_updates,und,New Americans with Disabilities Act Requirements for Swimming Pools,NULL,839,1,1308345452,1402693705,1,0,0,0,0
98,13294,community_updates,und,MHCO Legislative Update - 5-25-2011 - MHCO Defeats Local Rent Control Legislation,"The long awaited public hearing on HB 3183 - the bill to eliminate local preemption of rent control - was held yesterday morning. About 60-70  MHCO members showed up supporting community owners  - the residents had about 10 people and could only muster five people to testify publicly in favor to the legislation.   Six people testified on MHCO's behalf with several more waiting in the wings if needed.  There were enough community owners to require an overflow hearing room.  Much of the resident testimony was directed at increasing taxes on their homes.  One Legislator suggested that the residents direct their complaints to the appropriate government taxing authorities and not community owners. Overall is was a good day for community owners - excellent testimony and information.   This was a good  opportunity to continue to educate Oregon Legislators.  MHCO's panel of six individuals representing a diverse section of the industry did an excellent job.MHCO confirmed at the end of the day that this legislation is dead and will not move beyond the public hearing.  We all know these issues do not go away - look for this issue and may other rent control schemes to come up again in the future.  Until the next full legislative session - 2013 - this issue is done.Thanks to those who testified on behalf of MHCO and those who were in attendance and where prepared to testify: Mike Wells, Gary Griglak, Richard Delaney, Kim Berry, Larry Engelgau, Dale Strom, Peter Schraner, Cory Poole, Robert Danielson and Troy Brost.Deep appreciation to those took the time to attend the hearing - your presence was noted.And a final note of thanks to all of you who sent e-mails.  Early yesterday morning I was talking to the chief of staff of one of the Legislators on  the committee and she commented that she was glad we finally reach the day of the rent control hearing - she was hoping it would be the end of all the rent control e-mails!  So thanks to all of you who made your presence known through e-mail.  Many thanks!We are now in the final stretch of the 2011 Legislative Session.  We will keep you posted as we head into the final weeks.  ",839,1,1343766804,1511230134,1,0,0,0,0
104,13304,community_updates,und,Cable Company Offers Community Owner Cash and Equipment/Infrastructure Upgrade,NULL,839,1,1317932865,1511230134,1,0,0,0,0
115,13312,community_updates,und,MHCO Final Legislative Status Report - All Legislation Tracked in 2011,<p>Attached is a complete final status report of all the legislation MHCO tracked since January 2011. Overall it was a very successful legislative session for owners of manufactured home communities. Please feel free to contact MHCO if you have any questions.</p>,839,1,1343766612,1512942336,1,0,0,0,0
132,13322,community_updates,und,Manufactured Housing Communities and the 55+ Older Market,Null,839,1,1343766578,1402693705,1,0,0,0,0
133,13325,community_updates,und,Landlord's Right To Enter Home,Null,839,1,1315848593,1511230134,1,0,0,0,0
142,13335,community_updates,und,Medical Marijuana and Landlord Rights,Null,839,1,1317055572,1511230134,1,0,0,0,0
177,13363,community_updates,und,Increasing Late Fees,Null,839,1,1318260777,1402693692,1,0,0,0,0
179,13365,community_updates,und,Landlord Requirements to have licensed plumber or electtrician,Null,839,1,1319420049,1402693692,1,0,0,0,0
180,13366,community_updates,und,Landlord Requirements to have licensed plumber or electrician,Null,839,1,1319420183,1402693692,1,0,0,0,0
182,13369,community_updates,und,Changing 55 and Older Status and Community Rules,Null,839,1,1321894387,1511230134,1,0,0,0,0
205,13391,community_updates,und,Resident Pays After FED Issued Settles Before Hearing,Null,839,1,1325630896,1511230134,1,0,0,0,0
207,13393,community_updates,und,Abandonment and Resident Destruction of Home,Null,839,1,1326837906,1511230134,1,0,0,0,0
212,13396,community_updates,und,Rent to Own and SAFE Act Implications,Null,839,1,1327355523,1511230134,1,0,0,0,0
228,13408,community_updates,und,"Rental Policies That Fined Families  for Kids' Riding Bikes Yields Settlement  - Oregon Landlord Fined $65,000",Null,839,0,1343766388,1512941616,1,0,0,0,0
232,13410,community_updates,und,State of Oregon Question & Answers and FACTS on the SAFE ACT,Null,839,1,1343766323,1512941616,1,0,0,0,0
233,13415,community_updates,und,Pets!  A Summary of Pets in Your Community Rights and Responsibilites,Null,839,1,1343766297,1511230134,1,0,0,0,0
243,13426,community_updates,und,Beyond The SAFE ACT with Blackhawk Capital Group,Null,839,0,1331680226,1511230134,1,0,0,0,0
247,13430,community_updates,und,Dealer Sells Home With Rent Being Owed to Landlord,Null,839,1,1333991722,1402693692,1,0,0,0,0
250,13434,community_updates,und,Seminar Medford May 17 Left Sub,Null,839,0,1349827560,1415045871,1,0,0,0,0
251,13435,community_updates,und,Manufactured Homes and  Sub Metering  ,Null,839,0,1343766233,1415046989,1,0,0,0,0
255,13439,community_updates,und,Generic Community Rules and Regulations,Null,839,1,1338577971,1511230134,1,0,0,0,0
256,13440,community_updates,und,Storage Agreement Default - Space Not Maintained - 3 Day Notice ,Null,839,1,1338832704,1511230134,1,0,0,0,0
257,13441,community_updates,und,MH Abandonment in Progress - Home Is Sold to Non-Resident Just Before 60 Day Letter Expires,Null,839,1,1340296172,1402693692,1,0,0,0,0
258,13442,community_updates,und,Resident Guest Is A Sex Offender - Leaves and Now Returns - How to Evict,Null,839,1,1341520340,1402693692,1,0,0,0,0
260,13444,community_updates,und,"Theft, Dogs and 24 Hour Notices",Null,839,1,1343676441,1402693682,1,0,0,0,0
268,13414,community_updates,und,Rental Application Process (Part 1 of 6): Overview - Rental Application Process - The Rental Application Form,Null,839,1,1345489349,1511230134,1,0,0,0,0
273,13450,community_updates,und,Rental Application Process  (Part 2 of 6): Documents to Provide Prospective Residents; Screening Criteria,Null,839,1,1346122272,1511230134,1,0,0,0,0
279,13453,community_updates,und,Rental Application Process  (Part 3 of 6): Acceptable Reasons for Refusing and Applicant; Documents to Provide in Denial; Documents Required Upon Acceptance,Null,839,1,1346392997,1511230134,1,0,0,0,0
280,13285,community_updates,und,Bill Miner Recreational Vehicle Question & Answer,Null,839,0,1374885036,1511230134,1,0,0,0,0
284,13457,community_updates,und,Rental Application Process  (Part 4 of 6): Prospective Applicants & Purchasing Existing Manufactured Home in the Community,Null,839,1,1348771468,1402693682,1,0,0,0,0
296,13468,community_updates,und,Application Process (Part 5 of 6)  Statement of Policy - Resident Files ,Null,839,1,1374884986,1511230134,1,0,0,0,0
300,13472,community_updates,und,Application Process (Part 6 of 6)  Screening Fees and Notice,Null,839,1,1352146736,1402693682,1,0,0,0,0
308,13480,community_updates,und,Perspective Renters Verification Service,Null,839,0,1355771130,1415044987,1,0,0,0,0
335,13497,community_updates,und,"The Truth About Publicly Subsidized ""Resident Owned"" Communities - Resident and Community Financial Ruin",Null,839,1,1374884939,1402778566,1,0,0,0,0
376,13538,community_updates,und,Americans With Disabilities Claims (ADA) - Is There a Target on Your Back?,Null,839,0,1376079812,1511230104,1,0,0,0,0
378,13540,community_updates,und,Form 1099 and Protecting Your Investment,Null,839,0,1376566889,1415055209,1,0,0,0,0
406,13566,community_updates,und,Current Lending Climate for Manufactured Home Communities,Null,839,0,1380816894,1415054928,1,0,0,0,0
416,13576,community_updates,und,Fair Housing and Developmental Disabilities,Null,839,0,1384273226,1511230134,1,0,0,0,0
419,13579,community_updates,und,Can You Afford to Keep Utilities Included in Your Rent?,Null,839,0,1384897248,1511230134,1,0,0,0,0
420,13349,community_updates,und,Submeter Your Community at Zero Out of Pocket Landlord Expense,Null,839,0,1385009921,1511230134,1,0,0,0,0
423,13581,community_updates,und,"Lessons From a $76,000 Fair Housing Settlement",Null,839,0,1386962930,1511230134,1,0,0,0,0
448,13597,community_updates,und,Recreational Vehicle Question and Answer with Attorney Mark Busch,Null,839,1,1391574441,1511230134,1,0,0,0,0
450,13610,community_updates,und,Occupancy By Who's Standard (Part 1 of 2),Null,839,0,1392148484,1511230134,1,0,0,0,0
453,13611,community_updates,und,"Comparison of Current Law to Compromise Legislation - (Community Sale Notification Process - Removal of ""Right of First Refusal"" Language from Current Statute)",Null,839,1,1392394181,1511230134,1,0,0,0,0
460,13620,community_updates,und,Helpful Tips for 55 & Older Community Owners,Null,839,0,1394120394,1415054033,1,0,0,0,0
461,13621,community_updates,und,Helpful Tips for 55& Older Community Managers,Null,839,0,1394120467,1415040641,1,0,0,0,0
464,13592,community_updates,und,Recreational Vehicle Question and Answer with Attorney Mark Busch: RV Rental Agreements,Null,839,0,1394729274,1511230134,1,0,0,0,0
465,13623,community_updates,und,Americans With Disabilities Revised Requirements - Service Animals ,Null,839,1,1395073433,1402693682,1,0,0,0,0
467,13591,community_updates,und,Screening Criteria - Essential to Application Process and Preserving Your Role as the Gate Keeper for Your Community,Null,839,1,1395416973,1511230134,1,0,0,0,0
471,13628,community_updates,und,Re-Survey In 55 & Older Communities - Make Sure You Are Current,Null,839,1,1395869369,1402693682,1,0,0,0,0
474,13631,community_updates,und,A Refresher on the Housing for Older Persons Act (55 and Older Communities),Null,839,0,1396886612,1511230104,1,0,0,0,0
475,13632,community_updates,und,"Refresher on Age Restricted Community - ""55 and Older Communities""",Null,839,0,1396888563,1511230104,1,0,0,0,0
479,13636,community_updates,und,Fair Housing: Occupancy By Who's Standard (Part 2 of 2),Null,839,0,1398182128,1511230134,1,0,0,0,0
484,13640,community_updates,und,Manufactured Home Dealer's License - What You Need to Know,Null,839,1,1398953757,1511230134,1,0,0,0,0
487,13642,community_updates,und,Senate Banking Committee Approves GSE Reform Bill - Financial Regulation Relief Moves Forward,Null,839,1,1400255529,1511230134,1,0,0,0,0
489,13644,community_updates,und,MEASURE TO PRESERVE ACCESS TO AFFORDABLE MANUFACTURED HOUSING  CLEARS KEY HURDLE IN U.S. HOUSE,Null,839,1,1400788542,1511230134,1,0,0,0,0
490,13645,community_updates,und,"MHCO's 2014-15 Legislative ""Wish List""",Null,839,1,1402330994,1511230134,1,0,0,0,0
491,13646,community_updates,und,Advertising and Fair Housing,Null,839,1,1401400039,1402693682,1,0,0,0,0
492,13647,community_updates,und,Fair Housing and Advertising,Null,839,0,1401400123,1406915927,1,0,0,0,0
496,13650,community_updates,und,Legislative Update:  MHCO Pushes Tax Reform in MH Abandonment,Null,839,1,1402332575,1511230134,1,0,0,0,0
12767,15867,community_updates,und,Using Consumer Reports: What Community Owners Need to Know,Null,839,1,1403468909,1403468955,1,0,0,0,0
12784,15884,community_updates,und,Anatomy of the Manufactured Home Community Insurance Policy,Null,839,0,1404920824,1511230134,1,0,0,0,0
12806,15906,community_updates,und,Advertising and Fair Housing Violations,Null,839,0,1406916044,1511230134,1,0,0,0,0
12880,15980,community_updates,und,Summer 2014 Legislative Update,Null,839,1,1407716194,1511230134,1,0,0,0,0
12888,15988,community_updates,und,Sensible Innovation for Financing Homes in the Dodd-Frank Era,Null,23,0,1409064917,1511230134,1,0,0,0,0
12893,15993,community_updates,und,End of Summer Legislative Update,Null,23,1,1411069956,1511230134,1,0,0,0,0
12901,16001,community_updates,und,Understanding Elder Abuse by April Quast and Ashley Carroll,Null,23,0,1412959699,1414434653,1,0,0,0,0
12926,16026,community_updates,und,Legislative Update:  MHCO Wins Major Concession on Abandoned Home Back Taxes,Null,23,1,1415069001,1511230134,1,0,0,0,0
12932,16032,community_updates,und,Legislative Update November 2014 - Unpaid Taxes Abandoned Homes and More ...,Null,23,1,1415931296,1511230134,1,0,0,0,0
